tta_0,d_0,a_values,a_duration,is_go_decision,RT_go,RT_stay,subj_id
4.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.2780319099200225,0.6294651110025052,1.4273067207619599,all
4.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.2448013167702231,0.5872810508573041,1.3200421283487551,all
4.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.24518553002589535,0.5888598863562439,1.331409880702137,all
4.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.3388364985766709,0.6992294634935816,1.57435926679711,all
4.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.34958691806752135,0.7354549632769529,1.6758912949339275,all
5.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.48348039697906864,0.68085667611859,1.752392977185225,all
5.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.4107234867440745,0.6153140231245107,1.545276791297914,all
5.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.41284837011626707,0.6208839454938851,1.583629869613292,all
5.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.6254419926395629,0.777533271060677,2.000324458846138,all
5.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.7477197288906668,1.0221250345346522,1.914202539411543,all
