subj_id,loss,alpha,beta_d,beta_a,theta,B,ndt_location,ndt_scale
all,5062.521094344943,0.4113415050885689,0.22106942872769253,0.0027874542104902034,19.690252669844487,1.2939598219841262,0.0017048661446300573,0.25927898066683264
