subj_id,loss,alpha,beta_d,beta_a,theta,B,x0,ndt_location,ndt_scale
all,-39876.25962291964,3.203298480742296,0.7425078345570235,4.631253968247982,0.4856239679579044,1.6942074410997212,-0.9950041342473342,1.1853943182768172,0.4993197084711311
