subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,4638.205871411643,0.5030966228187812,0.0009240914957015511,0.005067334701676529,6.807606101272709,2.7557447110037456,0.017935585561245526,6.922584398068585,0.6925271446891625,0.21621605276568812,0.1994235321642123
