subj_id,loss,alpha,beta_d,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,5072.372683461188,0.4160790148517146,0.19829006684359193,18.057390974741708,2.426048044492817,0.0,2.362180500977918,0.0,0.23705104380741185
