subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,3.1611979561522805,0.513334845503865,0.4741392192699673,1.4983565026299963,15.075439044256008,4.981451521894412,1.7486338949108438,5.762100781488247,-0.2742806687473842,0.00017426380403033886,0.4995880339643461
all,9.147452068880751,2.7219496809696397,0.17905483393225316,8.207469674451783,18.857238089861994,4.959156936178906,1.830968993547476,9.489379630092632,-0.903264515120776,1.5277103506120742,0.5
