subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,0.15853974596088957,0.046151751020865994,0.05041881524571773,6.005715528088826,0.9066940717420948,3.066967032773962,1.9961899232045526,5.824032733652517,0.09431695885928315,0.0024773252911989285,0.45842056293449157
