participant_id	d_condition	tau_condition	a_condition	is_test_trial	decision	RT	collision	pet
9413	60	100.0	[0.0, 0.0, 0.0, 0.0]	False	None	-1.000	False	nan
9413	60	100.0	[0.0, 0.0, 0.0, 0.0]	False	None	-1.000	False	nan
9413	30	4.5	[0.0, 0.0, 0.0, 0.0]	False	None	-1.000	False	nan
9413	30	4.5	[0.0, 3.0, 0.0, 0.0]	False	None	-1.000	False	nan
9413	30	4.5	[0.0, 3.0, 3.0, 0.0]	False	go	0.600	False	0.05
9413	30	4.5	[0.0, 3.0, -3.0, 0.0]	False	go	0.700	False	0.6667
9413	30	4.5	[0.0, -3.0, 0.0, 0.0]	False	go	0.467	False	1.8667
9413	30	4.5	[0.0, -3.0, 3.0, 0.0]	False	go	0.483	False	1.1167
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	False	None	-1.000	False	nan
9413	45	4.5	[0.0, 0.0, 0.0, 0.0]	False	go	0.817	False	0.9333
9413	45	4.5	[0.0, 3.0, 0.0, 0.0]	False	go	0.467	False	0.8667
9413	45	4.5	[0.0, 3.0, 3.0, 0.0]	False	go	0.550	False	0.5167
9413	45	4.5	[0.0, 3.0, -3.0, 0.0]	False	go	0.350	False	1.3333
9413	45	4.5	[0.0, -3.0, 0.0, 0.0]	False	go	0.283	False	2.0333
9413	45	4.5	[0.0, -3.0, 3.0, 0.0]	False	go	0.333	False	1.5
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	False	go	0.283	False	nan
9413	42	4.7	[0.0, 0.84, 0.05, 0.0]	False	go	0.283	False	1.4167
9413	30	2.8	[0.0, 3.47, -3.06, 0.0]	False	None	-1.000	False	nan
9413	45	4.5	[0.0, 3.0, 0.0, 0.0]	True	go	0.750	False	0.5833
9413	30	4.5	[0.0, -3.0, 3.0, 0.0]	True	stay	2.183	False	nan
9413	37	4.6	[0.0, -4.58, 0.0, 0.0]	False	go	0.483	False	nan
9413	30	4.5	[0.0, -3.0, 3.0, 0.0]	True	stay	1.167	False	nan
9413	45	4.5	[0.0, -3.0, 3.0, 0.0]	True	go	1.033	False	0.8
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.500	False	nan
9413	45	4.5	[0.0, 0.0, 0.0, 0.0]	True	go	0.383	False	1.3667
9413	35	3.7	[0.0, -0.03, 0.0, 0.0]	False	go	0.383	False	0.55
9413	30	4.5	[0.0, 3.0, -3.0, 0.0]	True	go	0.317	False	1.05
9413	45	4.5	[0.0, 3.0, 0.0, 0.0]	True	go	1.050	False	0.2833
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	3.817	False	nan
9413	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	stay	2.000	False	nan
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	2.867	False	nan
9413	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	stay	2.083	False	nan
9413	30	4.5	[0.0, -3.0, 3.0, 0.0]	True	stay	2.100	False	nan
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.650	False	nan
9413	30	4.5	[0.0, -3.0, 3.0, 0.0]	True	stay	1.983	False	nan
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.467	False	nan
9413	43	4.8	[0.0, -1.28, 0.0, 0.0]	False	go	0.500	False	1.8
9413	30	4.5	[0.0, 3.0, 0.0, 0.0]	True	stay	1.300	False	nan
9413	45	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.383	False	1.9333
9413	45	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.467	False	0.6
9413	30	4.5	[0.0, -3.0, 0.0, 0.0]	True	stay	1.167	False	nan
9413	30	4.5	[0.0, 3.0, 0.0, 0.0]	True	stay	0.767	False	nan
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	3.283	False	nan
9413	45	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.583	False	1.7333
9413	45	4.5	[0.0, 3.0, -3.0, 0.0]	True	go	0.467	False	1.2167
9413	45	4.5	[0.0, 3.0, -3.0, 0.0]	True	go	0.367	False	1.3167
9413	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	stay	1.717	False	nan
9413	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	stay	1.433	False	nan
9413	45	4.5	[0.0, 3.0, -3.0, 0.0]	True	go	0.433	False	1.25
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.583	False	nan
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	1.133	False	nan
9413	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	stay	0.767	False	nan
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	1.650	False	nan
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	2.133	False	nan
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.400	False	nan
9413	45	4.5	[0.0, 0.0, 0.0, 0.0]	True	go	0.383	False	1.3667
9413	37	2.6	[0.0, 5.41, -5.65, 0.0]	False	go	0.350	True	nan
9413	45	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.900	False	0.1667
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.450	False	nan
9413	30	4.5	[0.0, -3.0, 3.0, 0.0]	True	stay	1.533	False	nan
9413	30	4.5	[0.0, 3.0, 0.0, 0.0]	True	stay	1.517	False	nan
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	1.533	False	nan
9413	30	4.5	[0.0, -3.0, 3.0, 0.0]	True	stay	0.850	False	nan
9413	45	4.5	[0.0, 3.0, 0.0, 0.0]	True	go	0.483	False	0.85
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.650	False	nan
9413	45	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.600	False	1.7167
9413	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	stay	2.350	False	nan
9413	45	4.5	[0.0, 3.0, -3.0, 0.0]	True	go	0.500	False	1.1833
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	2.217	False	nan
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.750	False	nan
9413	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	stay	1.900	False	nan
9413	45	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.500	False	1.8167
9413	45	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.550	False	1.7667
9413	45	4.5	[0.0, -3.0, 3.0, 0.0]	True	go	0.917	False	0.9167
9413	30	4.5	[0.0, 3.0, -3.0, 0.0]	True	stay	1.600	False	nan
9413	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.550	False	0.1
9413	30	4.5	[0.0, 3.0, -3.0, 0.0]	True	stay	1.367	False	nan
9413	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.550	False	0.1
9413	45	4.5	[0.0, 0.0, 0.0, 0.0]	True	go	0.733	False	1.0167
9413	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	stay	1.850	False	nan
9413	30	4.5	[0.0, -3.0, 3.0, 0.0]	True	stay	1.767	False	nan
9413	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	2.300	False	nan
9413	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	1.083	False	nan
