participant_id	d_condition	tau_condition	a_condition	is_test_trial	decision	RT	collision	pet
8212	60	100.0	[0.0, 0.0, 0.0, 0.0]	False	None	-1.000	False	nan
8212	60	100.0	[0.0, 0.0, 0.0, 0.0]	False	None	-1.000	False	nan
8212	30	4.5	[0.0, 0.0, 0.0, 0.0]	False	go	2.200	True	nan
8212	30	4.5	[0.0, 3.0, 0.0, 0.0]	False	stay	2.467	False	nan
8212	30	4.5	[0.0, 3.0, 3.0, 0.0]	False	go	1.033	True	nan
8212	30	4.5	[0.0, 3.0, -3.0, 0.0]	False	stay	1.717	False	nan
8212	30	4.5	[0.0, -3.0, 0.0, 0.0]	False	go	1.267	False	1.0667
8212	30	4.5	[0.0, -3.0, 3.0, 0.0]	False	stay	2.767	False	nan
8212	30	4.5	[0.0, -3.0, -3.0, 0.0]	False	go	0.867	False	nan
8212	45	4.5	[0.0, 0.0, 0.0, 0.0]	False	go	0.900	False	0.85
8212	45	4.5	[0.0, 3.0, 0.0, 0.0]	False	go	0.617	False	0.7167
8212	45	4.5	[0.0, 3.0, 3.0, 0.0]	False	go	0.633	False	0.4333
8212	45	4.5	[0.0, 3.0, -3.0, 0.0]	False	go	0.517	False	1.1667
8212	45	4.5	[0.0, -3.0, 0.0, 0.0]	False	go	0.950	False	1.3667
8212	45	4.5	[0.0, -3.0, 3.0, 0.0]	False	go	0.650	False	1.1833
8212	45	4.5	[0.0, -3.0, -3.0, 0.0]	False	go	0.483	False	nan
8212	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	stay	3.450	False	nan
8212	45	4.5	[0.0, 3.0, 0.0, 0.0]	True	stay	1.483	False	nan
8212	30	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.683	False	1.65
8212	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	1.017	False	nan
8212	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.683	False	-0.0333
8212	43	3.4	[0.0, 2.94, 3.8, 0.0]	False	stay	2.050	False	nan
8212	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	1.083	True	nan
8212	45	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.900	False	1.4167
8212	30	4.5	[0.0, 3.0, 0.0, 0.0]	True	stay	1.883	False	nan
8212	35	3.1	[0.0, -0.95, 0.0, 0.0]	False	stay	1.533	False	nan
8212	45	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.917	False	0.15
8212	45	4.5	[0.0, -3.0, 3.0, 0.0]	True	go	1.000	False	0.8333
8212	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	stay	1.950	False	nan
8212	30	4.5	[0.0, 3.0, -3.0, 0.0]	True	go	0.767	False	0.6
8212	45	4.5	[0.0, 3.0, -3.0, 0.0]	True	go	0.667	False	1.0167
8212	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	go	1.000	False	0.4833
8212	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.667	False	-0.0167
8212	45	4.5	[0.0, 0.0, 0.0, 0.0]	True	go	0.617	False	1.1333
8212	30	4.5	[0.0, -3.0, 3.0, 0.0]	True	go	0.700	False	0.9
8212	30	4.5	[0.0, 3.0, 0.0, 0.0]	True	go	0.467	False	0.4667
8212	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	go	0.550	False	0.9333
8212	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.500	False	nan
8212	30	4.5	[0.0, 0.0, 0.0, 0.0]	True	go	0.500	False	0.9833
8212	45	4.5	[0.0, 3.0, 0.0, 0.0]	True	go	0.800	False	0.5333
8212	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	1.117	False	nan
8212	30	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.917	False	1.4167
8212	45	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	0.567	False	1.75
8212	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.600	False	nan
8212	45	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.617	False	0.45
8212	45	4.5	[0.0, 3.0, -3.0, 0.0]	True	go	0.517	False	1.1667
8212	45	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	0.667	False	nan
8212	30	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	1.183	False	1.15
8212	45	4.5	[0.0, 0.0, 0.0, 0.0]	True	go	0.850	False	0.9
8212	41	4.2	[0.0, 0.0, 0.0, 0.0]	False	go	0.567	False	0.9167
8212	30	3.1	[0.0, 1.8, -4.09, 0.0]	False	stay	1.883	False	nan
8212	45	4.5	[0.0, -3.0, 3.0, 0.0]	True	go	0.867	False	0.9667
8212	30	4.5	[0.0, 3.0, 0.0, 0.0]	True	go	1.483	True	nan
8212	30	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	0.667	False	-0.0167
8212	45	4.5	[0.0, -3.0, 0.0, 0.0]	True	go	1.550	False	0.7667
8212	30	4.5	[0.0, 3.0, 0.0, 0.0]	True	go	0.883	False	0.05
