subj_id,loss,alpha,beta_d,theta,B,x0,ndt_location,ndt_scale
all,1.9847070693489481,1.0767099697377611,0.0,4.675355746554621,0.6051206982279862,-0.20838643316221828,0.23752159718360283,0.06745114707144989
