subj_id,loss,alpha,beta_d,theta,B,x0,ndt_location,ndt_scale
all,4821.78381047554,0.4689058537472608,0.001045650363512507,6.580967568940617,1.3487438653812196,0.6511964039629392,0.16191465086219736,0.1732915481602837
