subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,5089.64450618534,0.4103765024724136,0.20824199948904756,0.018416270553412068,18.79992970997869,2.419036134149021,0.012323630565463917,2.422562744189597,0.009136857425716871,0.2456978957647179
