subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,4862.104209715478,0.35173150673978926,0.0013996379286075888,0.02516693498094824,7.369281810813727,2.756830101336725,0.026918420103000162,4.918253997407927,0.6531951123721265,0.1409304966365712,0.16437171125414535
