subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,4910.928327649488,0.32675763581839723,0.0019307372728687433,0.1139301806703017,7.530086121849835,2.7357375595070104,0.01969127453675712,5.7404525191975315,0.625239057520607,0.11644823936808946,0.15556594407364197
