subj_id,loss,alpha,beta_d,beta_a,theta,B,ndt_location,ndt_scale
all,5425.815751614708,0.37160919123555075,0.21218260231397243,0.011802241660156448,18.939784169330334,1.267689116950578,0.008385552454584524,0.29914176423554306
