subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,5439.494479357311,0.38747003299844224,0.18876005883504643,0.010251179303760752,17.354588076411222,2.4531202686888043,0.007127359503522529,2.932338776730282,0.00619478314400117,0.29594768109559677
