tta_0,d_0,a_values,a_duration,is_gap_accepted,RT_go,RT_stay,subj_id
4.5,80,"(0.0, 0.0, 0.0, 0.0)",1.0,0.33583092836957884,0.4875103635819921,1.55334511512643,all
4.5,80,"(0.0, 4, 4, 0.0)",1.0,0.32388918362112185,0.45934711165968506,1.467735006071411,all
4.5,80,"(0.0, 4, -4, 0.0)",1.0,0.32440051824323696,0.46200341923824123,1.4802425649886097,all
4.5,80,"(0.0, -4, 4, 0.0)",1.0,0.3603013994039669,0.542441701732911,1.680698520828194,all
4.5,80,"(0.0, -4, -4, 0.0)",1.0,0.375518226889265,0.6238529287180198,1.794808176147921,all
5.5,80,"(0.0, 0.0, 0.0, 0.0)",1.0,0.4637834893634225,0.5417422062985344,1.82075050023596,all
5.5,80,"(0.0, 4, 4, 0.0)",1.0,0.4343434530622429,0.4849738796393163,1.6427562629926986,all
5.5,80,"(0.0, 4, -4, 0.0)",1.0,0.4363451185909527,0.49310043252277197,1.6801498471385328,all
5.5,80,"(0.0, -4, 4, 0.0)",1.0,0.535251666142817,0.6561211032376398,2.078274582864883,all
5.5,80,"(0.0, -4, -4, 0.0)",1.0,0.6989103947037836,1.1847826353070674,1.9286535346445268,all
