subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,7251.836023990816,0.4254093708232354,0.06187356465344368,8.343004884502145,2.176788383567905,0.10936036851731201,2.731162694736339,0.00866568176603022,0.3823157316477382
