tta_0,d_0,a_values,a_duration,is_gap_accepted,RT_go,RT_stay,subj_id
4.5,80,"(0.0, 0.0, 0.0, 0.0)",1.0,0.2745526009679463,0.41903218539898224,0.45096301267958366,all
4.5,80,"(0.0, 4, 4, 0.0)",1.0,0.21313800672444688,0.36936651744873705,0.41223582444526374,all
4.5,80,"(0.0, 4, -4, 0.0)",1.0,0.21313800672444688,0.36936651744873705,0.41223582444526374,all
4.5,80,"(0.0, -4, 4, 0.0)",1.0,0.37756889571535907,0.5095798427047326,0.55149561441406,all
4.5,80,"(0.0, -4, -4, 0.0)",1.0,0.34471500761818213,0.5320795509841928,0.5246511160918244,all
5.5,80,"(0.0, 0.0, 0.0, 0.0)",1.0,0.5596071901831844,0.6202153955932799,1.0278712982906506,all
5.5,80,"(0.0, 4, 4, 0.0)",1.0,0.38411094591942235,0.5294571895143928,0.7706720376941557,all
5.5,80,"(0.0, 4, -4, 0.0)",1.0,0.3843567766991372,0.530008336341671,0.7706891515578959,all
5.5,80,"(0.0, -4, 4, 0.0)",1.0,0.8236884928016495,0.7946388322258809,1.3233141246323052,all
5.5,80,"(0.0, -4, -4, 0.0)",1.0,0.8297461816550962,1.0449008904475543,0.23040411987651108,all
