participant_id	d_condition	tau_condition	a_condition	decision	RT	collision
1	41	3.7	[0.0, 5.552326371262192, 0.0]	go	0.720	True
1	60	5.0	[0.0, 0.0, 0.0]	go	0.820	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.200	False
1	60	5.0	[0.0, -3.0, -3.0]	go	1.300	False
1	48	4.3	[0.0, -0.26948087068928683, -1.55028561940698]	stay	2.040	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.760	False
1	54	3.9	[0.0, 0.0, 0.0]	go	0.700	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.860	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.700	False
1	60	5.0	[0.0, 0.0, 0.0]	go	1.080	False
1	60	5.0	[0.0, -3.0, 0.0]	go	1.000	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.840	False
1	60	5.0	[0.0, -3.0, -3.0]	go	1.100	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.760	False
1	60	5.0	[0.0, 3.0, 0.0]	go	1.380	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	2.080	False
1	30	5.0	[0.0, 0.0, 0.0]	go	1.060	False
1	54	4.7	[0.0, 0.0, 0.0]	go	0.720	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.720	False
1	30	5.0	[0.0, 3.0, 3.0]	go	1.300	True
1	60	5.0	[0.0, -3.0, 0.0]	go	0.580	False
1	60	5.0	[0.0, -3.0, -3.0]	go	1.980	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.740	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.680	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.580	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.580	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	1.580	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.600	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.720	False
1	30	5.0	[0.0, 3.0, 3.0]	go	1.060	True
1	60	5.0	[0.0, -3.0, -3.0]	go	0.660	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.620	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.620	False
1	60	5.0	[0.0, 3.0, 0.0]	go	1.160	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.840	False
1	39	4.1	[0.0, -5.392225384060014, 0.0]	go	0.740	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.360	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.200	False
1	30	5.0	[0.0, 0.0, 0.0]	go	1.200	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.560	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.440	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.540	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.880	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.300	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.840	False
1	30	5.0	[0.0, 0.0, 0.0]	go	1.100	False
1	60	5.0	[0.0, -3.0, -3.0]	go	1.000	False
1	60	5.0	[0.0, -3.0, 0.0]	go	1.020	False
1	30	5.0	[0.0, 3.0, 0.0]	go	1.260	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.800	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.420	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.720	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.680	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.520	False
1	49	4.8	[0.0, -5.831136441133272, -5.142884852329152]	go	1.840	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	2.020	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.680	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.820	False
1	34	3.7	[0.0, -3.843590040346804, -0.030209249937113603]	stay	1.960	False
1	30	5.0	[0.0, 0.0, 0.0]	stay	2.160	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.780	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	2.180	False
1	38	4.7	[0.0, 2.9976452527180575, 0.9431618649538511]	go	1.180	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.640	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.500	False
1	60	5.0	[0.0, 3.0, 0.0]	stay	1.700	False
1	39	4.4	[0.0, 5.9116024639671245, 0.9614824608507877]	go	0.860	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	3.360	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.160	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.780	False
1	30	5.0	[0.0, 3.0, 0.0]	go	1.220	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.820	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.700	False
1	41	4.4	[0.0, -5.114361706022076, -2.969053786649687]	go	0.900	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.780	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.420	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.780	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.940	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.840	False
1	60	5.0	[0.0, 0.0, 0.0]	go	2.480	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	1.580	False
1	59	3.9	[0.0, 1.913271488375639, 0.0]	go	0.640	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.640	False
1	43	3.9	[0.0, -1.9920129211036934, 0.0]	go	0.640	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	1.120	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.580	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	1.320	False
1	30	5.0	[0.0, 0.0, 0.0]	stay	1.780	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.600	False
1	30	5.0	[0.0, -3.0, 0.0]	stay	1.500	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.800	True
1	60	5.0	[0.0, 0.0, 0.0]	go	0.500	False
1	56	4.9	[0.0, -2.863860855273442, 0.0]	go	1.480	False
1	30	5.0	[0.0, 0.0, 0.0]	go	1.560	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.900	False
1	30	4.2	[0.0, 1.3205402115019493, 0.0]	go	0.960	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.820	True
1	60	5.0	[0.0, 3.0, 3.0]	go	0.560	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.260	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.860	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.840	False
1	30	5.0	[0.0, 3.0, 0.0]	go	1.020	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.780	False
1	50	4.4	[0.0, -4.412460883441679, 0.0]	go	0.660	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.680	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.660	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.700	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.800	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.840	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.820	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.820	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.980	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.840	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.800	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.660	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.780	True
1	60	5.0	[0.0, -3.0, -3.0]	go	0.900	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.520	False
1	56	4.6	[0.0, 0.0, 0.0]	go	0.840	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.640	False
1	60	5.0	[0.0, 3.0, 3.0]	go	1.560	True
1	30	5.0	[0.0, -3.0, 0.0]	go	0.920	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	1.760	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.680	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.660	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.400	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.520	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	1.380	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.600	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.460	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.780	False
1	36	4.1	[0.0, -4.245946640529443, 0.0]	go	1.460	False
1	60	5.0	[0.0, 0.0, 0.0]	go	1.000	False
1	60	5.0	[0.0, 3.0, 3.0]	go	1.180	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.820	False
1	30	5.0	[0.0, -3.0, 0.0]	go	2.000	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.060	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.840	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.460	False
1	48	4.9	[0.0, 3.1075008387752616, 0.0]	stay	1.780	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.840	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.800	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.860	False
1	37	4.5	[0.0, 3.2141119965463547, 1.8400255264523198]	go	1.240	True
1	30	5.0	[0.0, 3.0, 3.0]	go	1.000	True
1	60	5.0	[0.0, -3.0, 0.0]	go	0.900	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.300	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.780	False
1	44	4.2	[0.0, -3.962716285624757, 0.0]	go	0.700	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.560	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.600	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.620	False
1	36	3.8	[0.0, 0.0, 0.0]	stay	1.200	False
1	60	5.0	[0.0, 3.0, 3.0]	stay	1.640	False
1	42	4.9	[0.0, 0.0, 0.0]	go	1.000	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.600	False
1	48	3.8	[0.0, 4.718819520239139, 0.0]	stay	0.840	False
1	52	4.8	[0.0, 0.0, 0.0]	go	0.720	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.520	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.020	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.980	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.560	False
1	54	4.0	[0.0, 3.3300048244004548, 0.0]	stay	1.240	False
1	59	4.0	[0.0, 3.616606491404667, 0.0]	go	0.540	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.120	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.620	False
1	60	5.0	[0.0, 3.0, 3.0]	stay	1.420	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.460	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.960	False
1	43	4.3	[0.0, -5.110408253903464, 0.0]	go	0.940	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.880	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.940	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.860	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.620	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.640	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.760	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.980	False
1	36	4.7	[0.0, -2.6347246716245385, -1.3872196145598608]	go	0.660	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.820	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.880	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.620	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.960	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.440	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.680	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.640	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.700	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.520	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.440	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.660	False
1	30	5.0	[0.0, 0.0, 0.0]	go	1.520	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.720	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.080	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.760	False
1	60	5.0	[0.0, 3.0, 3.0]	go	1.140	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.760	False
1	30	4.6	[0.0, 0.0, 0.0]	stay	1.940	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.660	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.580	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.840	False
1	46	3.7	[0.0, 5.8597179588726895, 0.0]	stay	1.240	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.560	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.020	False
1	60	5.0	[0.0, 3.0, 3.0]	stay	1.220	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.200	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.360	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.700	False
1	38	5.0	[0.0, -4.246099549002309, 0.0]	go	0.600	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.300	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.560	False
1	60	5.0	[0.0, -3.0, 0.0]	go	1.100	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.700	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.960	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	1.560	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.600	False
1	33	4.7	[0.0, 2.590947996046258, 0.0]	stay	1.260	False
1	60	5.0	[0.0, -3.0, 0.0]	go	1.060	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.660	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.820	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.520	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.740	False
1	30	5.0	[0.0, -3.0, -3.0]	stay	1.440	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.600	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.780	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.580	False
1	42	4.9	[0.0, 0.0, 0.0]	stay	1.400	False
1	41	4.4	[0.0, 0.0, 0.0]	go	0.700	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.420	False
1	31	4.4	[0.0, -4.0546009710596, 0.0]	stay	2.320	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.660	False
1	60	5.0	[0.0, 3.0, 0.0]	go	1.020	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.820	False
1	31	4.2	[0.0, 0.26734534160961143, 2.5028476579594034]	stay	1.940	False
1	30	5.0	[0.0, 3.0, 0.0]	stay	1.380	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.680	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.920	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.680	False
1	30	5.0	[0.0, 0.0, 0.0]	stay	2.140	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.620	False
1	53	4.1	[0.0, 1.9608670947952183, 4.0855521910188095]	go	0.760	False
1	30	5.0	[0.0, 0.0, 0.0]	stay	1.580	False
1	30	5.0	[0.0, -3.0, 0.0]	stay	1.880	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.560	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.700	False
1	51	4.6	[0.0, -0.8548609102430138, 0.0]	go	0.860	False
1	30	5.0	[0.0, 0.0, 0.0]	stay	1.780	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.600	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.960	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.760	False
1	60	5.0	[0.0, -3.0, -3.0]	go	1.620	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.580	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.560	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.800	False
1	31	3.9	[0.0, -1.7435498704970072, -0.048760629103104636]	stay	1.240	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.320	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.800	False
1	51	4.5	[0.0, -5.294935150102414, 0.0]	stay	1.020	False
1	37	4.2	[0.0, 0.7030266033857782, 0.0]	go	0.660	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.700	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.760	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.500	False
1	34	4.1	[0.0, 0.16721918156609772, 1.2042252864343883]	stay	1.480	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.380	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.460	False
1	50	4.3	[0.0, -1.4010282265604692, -1.0608751694193255]	go	0.660	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.720	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.720	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.980	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.720	False
1	37	4.0	[0.0, 4.740355868708063, 0.0]	stay	1.240	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.780	False
1	60	5.0	[0.0, 3.0, 0.0]	go	1.120	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.860	False
1	33	3.7	[0.0, 1.2249920222515904, 5.248596928392348]	stay	1.020	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.420	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.140	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.840	False
1	48	4.1	[0.0, 3.604565904341001, 0.46160752232727154]	stay	1.540	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.540	False
1	30	5.0	[0.0, 0.0, 0.0]	stay	1.580	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.860	False
1	60	5.0	[0.0, -3.0, 0.0]	stay	1.640	False
1	30	5.0	[0.0, 0.0, 0.0]	go	1.200	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.240	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.780	False
1	30	5.0	[0.0, 0.0, 0.0]	go	1.160	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.560	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.740	False
1	30	5.0	[0.0, -3.0, 0.0]	stay	0.500	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.760	False
1	37	4.3	[0.0, 0.0175260652497653, 2.5278566229500266]	stay	1.420	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.580	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.660	False
1	49	4.8	[0.0, 0.0, 0.0]	go	0.840	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.600	False
1	53	4.0	[0.0, 0.0, 0.0]	go	0.760	False
1	59	4.1	[0.0, 0.0, 0.0]	go	0.780	False
1	30	5.0	[0.0, 3.0, 0.0]	go	0.600	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.800	False
1	60	5.0	[0.0, -3.0, -3.0]	go	0.920	False
1	44	3.6	[0.0, -3.6580248977493737, 0.0]	stay	1.000	False
1	30	5.0	[0.0, 3.0, 3.0]	go	1.000	True
1	60	5.0	[0.0, -3.0, -3.0]	go	0.580	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.200	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.680	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.840	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.780	False
1	30	5.0	[0.0, 0.0, 0.0]	stay	1.280	False
1	30	5.0	[0.0, 0.0, 0.0]	stay	1.920	False
1	49	4.0	[0.0, -0.7059662425856823, 0.0]	stay	1.680	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.840	True
1	60	5.0	[0.0, 3.0, 3.0]	go	0.660	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.560	False
1	60	5.0	[0.0, 3.0, 3.0]	go	0.960	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.820	False
1	60	5.0	[0.0, -3.0, 0.0]	go	2.000	False
1	30	5.0	[0.0, -3.0, 0.0]	go	1.460	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.520	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.560	False
1	60	5.0	[0.0, 3.0, 0.0]	go	0.640	False
1	30	5.0	[0.0, -3.0, -3.0]	go	1.000	False
1	30	5.0	[0.0, -3.0, 0.0]	go	0.640	False
1	30	5.0	[0.0, 3.0, 3.0]	go	0.760	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.900	False
1	53	4.9	[0.0, 3.1043549186073895, 5.559738243677222]	go	0.620	False
1	57	3.5	[0.0, 0.0, 0.0]	go	0.640	False
1	30	5.0	[0.0, 3.0, 3.0]	stay	1.280	False
1	30	5.0	[0.0, 0.0, 0.0]	go	1.080	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.560	False
1	60	5.0	[0.0, -3.0, 0.0]	go	0.420	False
1	37	4.7	[0.0, -3.9194125523057943, -5.7003016605396795]	go	0.680	False
1	30	5.0	[0.0, 0.0, 0.0]	go	0.660	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.620	False
1	30	5.0	[0.0, -3.0, -3.0]	go	0.840	False
1	60	5.0	[0.0, 0.0, 0.0]	go	0.540	False
