participant_id	d_condition	tau_condition	a_condition	is_test_trial	decision	RT	collision	pet
235	60	100.0	[0.0, 0.0, 0.0, 0.0]	False	go	4.850	False	nan
235	60	100.0	[0.0, 0.0, 0.0, 0.0]	False	go	2.017	False	nan
235	30	4.5	[0.0, 0.0, 0.0, 0.0]	False	stay	1.483	False	-0.5333
235	30	4.5	[0.0, 3.0, 0.0, 0.0]	False	go	0.667	False	0.2667
235	30	4.5	[0.0, 3.0, 3.0, 0.0]	False	go	0.817	True	-0.0167
235	30	4.5	[0.0, 3.0, -3.0, 0.0]	False	stay	1.117	False	0.7
235	30	4.5	[0.0, -3.0, 0.0, 0.0]	False	go	0.483	False	1.85
235	30	4.5	[0.0, -3.0, 3.0, 0.0]	False	stay	1.417	False	1.1167
235	30	4.5	[0.0, -3.0, -3.0, 0.0]	False	go	0.583	False	1.0167
235	45	4.5	[0.0, 0.0, 0.0, 0.0]	False	stay	1.767	False	1.1667
235	45	4.5	[0.0, 3.0, 0.0, 0.0]	False	go	0.617	False	0.7167
235	45	4.5	[0.0, 3.0, 3.0, 0.0]	False	go	0.933	False	0.1333
235	45	4.5	[0.0, 3.0, -3.0, 0.0]	False	stay	1.250	False	0.75
235	45	4.5	[0.0, -3.0, 0.0, 0.0]	False	go	1.683	False	0.6333
235	45	4.5	[0.0, -3.0, 3.0, 0.0]	False	stay	3.617	False	0.15
235	45	4.5	[0.0, -3.0, -3.0, 0.0]	False	go	0.883	False	0.95
235	45	4.5	[0.0, 0.0, 0.0, 0.0]	True	stay	2.533	False	0.8667
235	30	4.5	[0.0, -3.0, -3.0, 0.0]	True	go	1.817	False	-0.0667
235	45	4.5	[0.0, 3.0, 3.0, 0.0]	True	go	1.033	False	0.0333
