tta_0,d_0,a_values,a_duration,is_gap_accepted,RT_go,RT_stay,subj_id
4.5,90.0,"(0.0, 4, -4, 0.0)",1.0,0.4796771714008764,0.6436272460916393,1.5417265799927404,all
4.5,90.0,"(0.0, -4, 4, 0.0)",1.0,0.6000025914180052,0.7190259518657867,1.772060716676635,all
4.5,90.0,"(0.0, -4, -4, 0.0)",1.0,0.6190077886268729,0.756678410053075,1.8976723294864868,all
4.75,70.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.14215864232780498,0.6705611150040384,1.1610369521671218,all
4.75,70.0,"(0.0, 4, 4, 0.0)",1.0,0.1196409162531964,0.6199559132110329,1.0783321657128195,all
4.75,70.0,"(0.0, 4, -4, 0.0)",1.0,0.11991312147139162,0.6221621541057006,1.0845498773430402,all
4.75,70.0,"(0.0, -4, 4, 0.0)",1.0,0.19254217490514666,0.7686785509925942,1.2946565935873129,all
4.75,70.0,"(0.0, -4, -4, 0.0)",1.0,0.21158029764006103,0.8843444250223383,1.385530626508405,all
4.75,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.33323449108051023,0.6947257742823226,1.4431023296192045,all
4.75,80.0,"(0.0, 4, 4, 0.0)",1.0,0.28737814658734995,0.6448775235170714,1.3250549365983497,all
4.75,80.0,"(0.0, 4, -4, 0.0)",1.0,0.28864592921282894,0.6492661130996662,1.3426394324102837,all
4.75,80.0,"(0.0, -4, 4, 0.0)",1.0,0.41443304337509324,0.768677137388886,1.5906894964908445,all
4.75,80.0,"(0.0, -4, -4, 0.0)",1.0,0.44346409055681324,0.8509727401611669,1.7246811281757712,all
4.75,90.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.5778148773438724,0.6848988732478282,1.728057411293473,all
4.75,90.0,"(0.0, 4, 4, 0.0)",1.0,0.5200563306603021,0.6446560830116634,1.5775355023224253,all
4.75,90.0,"(0.0, 4, -4, 0.0)",1.0,0.523125035803185,0.6508219867670364,1.614037156077682,all
4.75,90.0,"(0.0, -4, 4, 0.0)",1.0,0.6571538081508755,0.7293598653395063,1.8721616999372395,all
4.75,90.0,"(0.0, -4, -4, 0.0)",1.0,0.6855827925422852,0.7832003370926411,2.0447174102262697,all
5.0,70.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.16896554381430534,0.6869028695529573,1.2176506058189578,all
5.0,70.0,"(0.0, 4, 4, 0.0)",1.0,0.14002753125697687,0.628861371163811,1.119662559862372,all
5.0,70.0,"(0.0, 4, -4, 0.0)",1.0,0.14045486430411952,0.6318610147060799,1.1281577716620432,all
5.0,70.0,"(0.0, -4, 4, 0.0)",1.0,0.23810709018569245,0.801100991464937,1.3770072072812511,all
5.0,70.0,"(0.0, -4, -4, 0.0)",1.0,0.28407137139847116,1.0281614535242078,1.5122579792811746,all
5.0,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.3794937791820991,0.7079249193043394,1.5133188709058591,all
5.0,80.0,"(0.0, 4, 4, 0.0)",1.0,0.32437731899882066,0.6521262138235823,1.3756122896142078,all
5.0,80.0,"(0.0, 4, -4, 0.0)",1.0,0.3262186616533898,0.6578833515641132,1.3987308091751904,all
