subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,9232.404335766825,0.3878375876346065,0.19798031365791557,0.017923642322964284,18.141515999358564,2.3700210227730514,0.014563339572949974,3.4739640602354025,0.010337056352861418,0.3548684406358601
