subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,9001.214792701518,0.33501146255929193,0.1851703835274755,0.013037414340274722,17.01135338621586,2.676040999932934,0.023286353328640486,9.155558218480888,0.003694791387406471,0.2553292708568554
