tta_0,d_0,a_values,a_duration,is_go_decision,RT_go,RT_stay,subj_id
4.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.32085963667225026,0.5084348654276084,1.5495486279807786,all
4.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.3091419867164246,0.4787353691969484,1.4553535313550396,all
4.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.30960907028319506,0.48128676670716086,1.468611710974083,all
4.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.3456791764874276,0.5685709230412638,1.6926493388744441,all
4.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.36660737197799736,0.6538619023305201,1.8100111663014269,all
5.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.45559703174245886,0.5703342154418604,1.8491277811811748,all
5.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.4250437927147881,0.5089905625752924,1.6478574980719072,all
5.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.4270262046942125,0.5172347474212455,1.6899127641701968,all
5.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.5350962620380189,0.6942925959871333,2.145017345812714,all
5.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.7308850550503648,1.2235487303330606,1.7956105135449414,all
