subj_id,loss,alpha,beta_d,theta,B,x0,nondectime,halfwidth
all,4854.888161446741,0.3357778345456812,0.0015525987402258967,7.019146774796995,1.2842664862626252,0.6515699922438638,0.18591169045545897,0.2681737818103922
