subj_id,loss,alpha,beta_d,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,5425.093947126857,0.4448452495826096,0.15376013904301944,14.959636599147808,2.5098346496568373,0.004837559019514636,5.1226522099570735,0.0036263790203875427,0.3034201090519075
