subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,7056.7097182379675,0.33451263050592295,0.22427467886468164,0.03267497665240122,19.70822869235857,2.478052675991301,0.016256634594800434,3.6662252150138253,1.97584180873147e-05,0.45615053623416424
