tta_0,d_0,a_values,a_duration,is_go_decision,RT_go,RT_stay,subj_id
4.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.2848747578189433,0.6199130444183514,1.4132430067317492,all
4.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.2511539853255704,0.5779472203578261,1.3056645485388734,all
4.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.2514743134471323,0.5792402791833496,1.315938025502133,all
4.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.34849729073429075,0.6918544504376467,1.5652496753581315,all
4.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.35962476465370374,0.7285225166840809,1.6696454207171219,all
5.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.504598613765335,0.669070650204025,1.7497982892595605,all
5.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.4294703670641019,0.6039972240678511,1.537463263095391,all
5.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.431413531531629,0.6089048251441697,1.574826750787176,all
5.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.6535455863235596,0.7667346984425779,2.0061478896195313,all
5.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.7822971119256803,1.0139019320161349,1.8426058983836244,all
