subj_id,loss,alpha,beta_d,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,5861.1260779856075,0.5479726097262189,0.01789538940146715,5.685689990221063,2.0826360236054136,0.1257997141269258,2.1108595650653745,0.0,0.3050660865898607
