subj_id,loss,alpha,beta_d,theta,B,x0,ndt_location,ndt_scale
all,4609.55439075354,0.551219827254057,0.0052057908892600676,6.770915868104757,1.328144645826303,0.6721810336078875,0.1933399087719834,0.17449860139050924
