subj_id,loss,alpha,beta_d,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,4622.0068097112935,0.511735068865723,0.0036968732591796684,6.788914391825477,2.716892253310238,0.00965151603717157,5.228582997272056,0.6669594964750964,0.16775811722586773,0.1514654747175459
