tta_0,d_0,a_values,a_duration,is_go_decision,RT_go,RT_stay,subj_id
4.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.32284660817073946,0.45641620704576424,1.4758733626708602,all
4.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.31286042755732024,0.4340645863720429,1.3900815821103925,all
4.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.31306477653423564,0.4351071757134922,1.3987751522180045,all
4.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.34532285441512856,0.5080468360075829,1.617391340573648,all
4.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.3586173364063427,0.5669850789160168,1.6800095590352464,all
5.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.47082884992743473,0.510974674858536,1.7776065963192682,all
5.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.44291517990510726,0.4618282108694044,1.5899121384563548,all
5.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.44398625548178455,0.46589137863242125,1.6204051065352472,all
5.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.5516923464745525,0.6321762032145501,2.067804479740108,all
5.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.7296968084229438,1.1076226806618825,1.57229579251495,all
