subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,4952.376250921118,0.251482960156058,0.0060209623152879255,0.19557539808235802,8.123555358381736,2.60125610019231,0.0020302407061560945,5.862476718142483,0.6189072568619958,0.12025656383089911,0.13156002576931425
