subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,0.8957689608443464,2.8601391433803163,0.0021601999469552102,0.04131183233365654,5.546761371796385,1.5770917562409008,1.926726968989732,5.4124785186623505,0.10419474809267393,0.33663716802863597,0.14753049955441405
