t,x,y,orientation,speed,acceleration,deceleration,steering_angle
0.0,37.188457951886726,64.3303825434966,-1.4901234520833708,6.971969818355829,0.2752537312413375,7.872504024059012e-09,0.44487570622643396
0.1,37.35944792785999,63.65259041716334,-1.4407393117993217,7.010005122529764,0.3803530339513904,7.787940624742146e-09,0.27802916436465774
0.2,37.505577741179295,62.964865716984455,-1.4170408870513163,7.051891207574775,0.41886084272915414,7.720947700727873e-09,0.1343172661571818
0.30000000000000004,37.61729154267385,62.26661028858065,-1.4155716912260552,7.090820083914862,0.38928875574930494,7.651555143837633e-09,0.008310568774584862
0.4,37.684218564613225,61.5591288301765,-1.4339414306526224,7.122180185686739,0.31360101014464564,7.574143642640762e-09,-0.10316769264422125
0.5,37.717491979971044,60.84633955942436,-1.461231929367849,7.1495718786507165,0.2739169221467278,7.493053252193753e-09,-0.1522386358638752
0.6000000000000001,37.73462955250561,60.130211018089845,-1.4872271910567267,7.177502925144649,0.2793104575283715,7.410973896639327e-09,-0.14452234016678495
0.7000000000000001,37.743281323872225,59.41106309466879,-1.5090211713592732,7.206781038287774,0.29278112410513996,7.326122369358029e-09,-0.12084151169500304
0.8,37.748114545616886,58.68888938082533,-1.5258643339279738,7.237187437688908,0.3040639867741101,7.237243843234054e-09,-0.09311983683634283
0.9,37.75158377830128,57.96363154633073,-1.5381869487804611,7.268226975054601,0.3103953665135154,7.143429553977996e-09,-0.06789621023713406
1.0,37.75441950916391,57.2352549016258,-1.5470333862882388,7.299463822316275,0.31236846557264847,7.044092205823265e-09,-0.04855727784384852
1.1,37.756676744124775,56.5037548811743,-1.5534266210099499,7.330631155369938,0.3116733235977969,6.938816569123555e-09,-0.03495046532953816
1.2000000000000002,37.75840054898183,55.769146465472325,-1.5580884275062685,7.3615909128522805,0.3095975679962517,6.82718016890544e-09,-0.02538039993236233
1.3,37.75969097398674,55.031454826129895,-1.5615010614889966,7.392271606405915,0.3068069288276593,6.7086875350704135e-09,-0.01850303579906327
1.4000000000000001,37.76064862111749,54.29071035821651,-1.5640018236689686,7.42263399288362,0.3036238581942793,6.582769138654912e-09,-0.013503520026334724
1.5,37.76135603522684,53.546946336227435,-1.5658341578231647,7.452655256262679,0.3002126273418204,6.448782330532322e-09,-0.009854179264760132
1.6,37.76187704450586,52.800197749641875,-1.5671759093367195,7.4823212308573535,0.2966597396407246,6.306005898323211e-09,-0.007187086371491068
1.7000000000000002,37.76225992017076,52.05050069894053,-1.5681575882626797,7.511622340608026,0.2930110913530873,6.153631064595701e-09,-0.005237705801281552
1.8,37.762540779360044,51.29789207915877,-1.5688751215526928,7.540551426043004,0.28929084835902724,5.9907499252318635e-09,-0.0038135680712543464
1.9000000000000001,37.76274648125803,50.54240941603928,-1.5693990368576165,7.569102569238014,0.28551142613376224,5.816341196238796e-09,-0.0027739322963649346
2.0,37.76289692237164,49.78409078453332,-1.5697811675395352,7.597270451615129,0.28167881814190504,5.6292517334640536e-09,-0.0020156716859911473
2.1,37.763006801149984,49.022974773429844,-1.5700595792152297,7.625049978244915,0.27779526086970113,5.4281640652622764e-09,-0.0014631753564819624
2.2,37.76308695647326,48.25910048435258,-1.5702621988333387,7.652435913543313,0.2738593477724899,5.2114887024557294e-09,-0.001061010022323973
2.3000000000000003,37.76314538849025,47.49250760135833,-1.5704094850310701,7.679421804738711,0.26985890697715326,4.976841069784407e-09,-0.0007685235921937636
2.4000000000000004,37.763188097958825,46.72323675196736,-1.570516367877288,7.705995214116113,0.2657340890555263,4.718493572263686e-09,-0.0005557618059180653
2.5,37.76322002722181,45.95133107451875,-1.5705935582605772,7.732118351896249,0.2612313733848515,4.41650665614077e-09,-0.00039999903038026764
2.6,37.76324690382251,45.17684199781258,-1.5706480836398915,7.757663193472686,0.25544841176663907,3.997741356190073e-09,-0.0002816069587732736
2.7,37.76327864138833,44.39984648826734,-1.5706830205368398,7.782247011186238,0.24583817391759188,3.217929916112094e-09,-0.00017985636340493182
2.8000000000000003,37.763331208253696,43.620486067816046,-1.5706979763236173,7.804961433440722,0.2271442212344241,1.3104214714780213e-09,-7.675928277837206e-05
2.9000000000000004,37.76343951222706,42.83903694322931,-1.570684822117683,7.82402120850916,0.19059775551944944,-4.835068344546032e-09,6.73323720340284e-05
3.0,37.763701068759936,42.05609888084979,-1.5706119567482066,7.834740916328515,0.10719713526204519,-5.7068489455244606e-08,0.0003722662968729
3.1,37.76382050744871,41.277219474021635,-1.5706220693051232,7.742847403456471,8.390576723881959e-05,-0.9190190344876762,-5.193387681381428e-05
3.2,37.763998160634316,40.51084042512797,-1.5706035622188506,7.5847339864510115,0.00016394659505742648,-1.5812981166496427,9.65949461476205e-05
3.3000000000000003,37.76421157785444,39.76122772414485,-1.5705745415611703,7.407520641343448,0.00020006666988000825,-1.772333517745525,0.000154856801760095
3.4000000000000004,37.76453593988036,39.030130149677014,-1.5705059674646182,7.21443228995741,0.0003681855855562598,-1.9312516994459532,0.0003751843265433038
3.5,37.765135661195856,38.319207331587386,-1.570338994571191,7.004029147489151,0.00047384111490387625,-2.104505265797506,0.0009394707772555144
3.6,37.76640238693508,37.630279765205465,-1.56993307798906,6.774545565911646,0.0004357428321346467,-2.295271558607162,0.0023567959435804595
3.7,37.7691979955853,36.96536081334439,-1.5689806001379538,6.5239515130362715,0.0004002951255658154,-2.506340823879297,0.005729798372222419
3.8000000000000003,37.774735609039666,36.32674776991335,-1.5670929460485534,6.24879142669254,0.0003648951567068979,-2.7519657585940074,0.011822670387604522
