subj_id,loss,alpha,beta_d,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,4844.020164583341,0.4399496365245583,0.0010156490405623386,6.639564295367812,2.8261057769637827,0.02317309349666763,8.247823359716723,0.6260441188727817,0.1592625588516564,0.15699143029030452
