subj_id,loss,alpha,beta_d,beta_a,theta,B,x0,ndt_location,ndt_scale
all,4833.402314107201,0.41715035610274054,0.0002622717808477004,0.014280945350447105,6.968573982163676,1.3717950113303412,0.6573883605382531,0.15130066516992247,0.15497628896277424
