subj_id,loss,alpha,beta_d,beta_a,theta,B,x0,ndt_location,ndt_scale
all,4713.849513861369,0.30484915095583,0.03220855249151555,0.24644645454742076,9.538748189838316,1.4142407697388415,0.6167434415348583,0.06753083940315974,0.11326934396865554
