subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,5521.397085605595,0.3741423263558672,0.14899408901756184,0.029804569297597894,14.561435896708092,2.445119517980026,0.009247079299184557,3.725578968641737,0.0018070542851736926,0.2876698018620879
