subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,ndt_location,ndt_scale
all,7062.503678963606,0.38919530469648844,0.2170698071441564,0.00036542290303742675,19.239325952763288,2.8611038782887297,0.04515043667592478,9.012743468756046,0.012887917643902513,0.49973715055159196
