tta_0,d_0,a_values,is_gap_accepted,RT_go,RT_stay,subj_id
5.25,70.0,"(0.0, -4, 4, 0.0)",0.258867342957095,0.9271161584409894,1.6038795681917204,all
5.25,70.0,"(0.0, -4, -4, 0.0)",0.36385138921172444,1.3438488851675645,1.7794631222621473,all
5.25,80.0,"(0.0, 0.0, 0.0, 0.0)",0.40916508352045744,0.815455614581536,1.7307052358887132,all
5.25,80.0,"(0.0, 4, 4, 0.0)",0.34708126478406015,0.7580403462575601,1.5553779440903985,all
5.25,80.0,"(0.0, 4, -4, 0.0)",0.3491459633807432,0.7637961838128925,1.5871146050916067,all
5.25,80.0,"(0.0, -4, 4, 0.0)",0.5270939354439023,0.8976565749063649,1.9434386855511125,all
5.25,80.0,"(0.0, -4, -4, 0.0)",0.6143437745712139,1.0900676420684723,2.2110307742159248,all
5.25,90.0,"(0.0, 0.0, 0.0, 0.0)",0.6577498469480411,0.782750191079003,2.0558760982292292,all
5.25,90.0,"(0.0, 4, 4, 0.0)",0.5958890886909497,0.7428480471604252,1.8343649949857266,all
5.25,90.0,"(0.0, 4, -4, 0.0)",0.6000163283202223,0.7500916320289185,1.8980822800734678,all
5.25,90.0,"(0.0, -4, 4, 0.0)",0.7378209293849652,0.8187085142061801,2.2481697094769784,all
5.25,90.0,"(0.0, -4, -4, 0.0)",0.7828218387156476,0.8982940331487406,2.548943454771559,all
5.5,70.0,"(0.0, 0.0, 0.0, 0.0)",0.20004671056550227,0.8183494684957326,1.46795053463634,all
5.5,70.0,"(0.0, 4, 4, 0.0)",0.15926610984517675,0.7482408664562636,1.3218612131867375,all
5.5,70.0,"(0.0, 4, -4, 0.0)",0.15994656960456313,0.7522366408345643,1.3373669953756668,all
5.5,70.0,"(0.0, -4, 4, 0.0)",0.3170294712068764,0.9598072865248428,1.713915899908022,all
5.5,70.0,"(0.0, -4, -4, 0.0)",0.5298369627620825,1.5657105853169253,1.6578164951490084,all
5.5,80.0,"(0.0, 0.0, 0.0, 0.0)",0.4551317899646401,0.8282308575364462,1.8209295648706072,all
5.5,80.0,"(0.0, 4, 4, 0.0)",0.38241064596648433,0.7647553493055073,1.6153053125255332,all
5.5,80.0,"(0.0, 4, -4, 0.0)",0.3853171076559576,0.7722542048097941,1.657221393528243,all
5.5,80.0,"(0.0, -4, 4, 0.0)",0.59157304424906,0.9119775596498625,2.057062674694599,all
5.5,80.0,"(0.0, -4, -4, 0.0)",0.7204400247681144,1.1659320527180457,2.219179311007753,all
5.5,90.0,"(0.0, 0.0, 0.0, 0.0)",0.6932733262273315,0.7850395728570462,2.157414310874427,all
5.5,90.0,"(0.0, 4, 4, 0.0)",0.6285492693349567,0.7439996582548044,1.9017795189759887,all
5.5,90.0,"(0.0, 4, -4, 0.0)",0.6337213379923856,0.75284406864976,1.9829151922947843,all
5.5,90.0,"(0.0, -4, 4, 0.0)",0.7711226112055413,0.814909382162236,2.3596567007444906,all
5.5,90.0,"(0.0, -4, -4, 0.0)",0.8198636178144251,0.9001172057029752,2.560824897432061,all
5.75,70.0,"(0.0, 0.0, 0.0, 0.0)",0.23199698402076943,0.8360609588848087,1.5450372853927596,all
5.75,70.0,"(0.0, 4, 4, 0.0)",0.18105222120517295,0.7567015286739749,1.372013401479586,all
5.75,70.0,"(0.0, 4, -4, 0.0)",0.18206593731318288,0.7620101198002385,1.392956111154662,all
5.75,70.0,"(0.0, -4, 4, 0.0)",0.3836431177898818,0.9889450184325522,1.8276445854574757,all
5.75,70.0,"(0.0, -4, -4, 0.0)",0.6936376956235595,1.6211630337559082,1.2757756972422505,all
5.75,80.0,"(0.0, 0.0, 0.0, 0.0)",0.5014582762723199,0.8395110736403143,1.9140695005274075,all
5.75,80.0,"(0.0, 4, 4, 0.0)",0.41798059921562636,0.7703255263521351,1.675039889537385,all
5.75,80.0,"(0.0, 4, -4, 0.0)",0.4219391119057784,0.7798623984876059,1.7293898376082582,all
5.75,80.0,"(0.0, -4, 4, 0.0)",0.6532958677423181,0.9209188039748267,2.170326085715131,all
5.75,80.0,"(0.0, -4, -4, 0.0)",0.8094728715543227,1.195165098696312,1.8895533704095169,all
5.75,90.0,"(0.0, 0.0, 0.0, 0.0)",0.7240751148556877,0.7848822800657069,2.260736153379513,all
5.75,90.0,"(0.0, 4, 4, 0.0)",0.6580497106085289,0.7436845069487088,1.968280110719895,all
5.75,90.0,"(0.0, 4, -4, 0.0)",0.6643067564906819,0.754194186970521,2.0699443589940647,all
5.75,90.0,"(0.0, -4, 4, 0.0)",0.7962124262380205,0.8064834165726569,2.4668755901424495,all
5.75,90.0,"(0.0, -4, -4, 0.0)",0.8409350372218942,0.8828532643886944,2.262839061783413,all
6.0,70.0,"(0.0, 0.0, 0.0, 0.0)",0.26872283235175715,0.8519453349814303,1.620857986565528,all
6.0,70.0,"(0.0, 4, 4, 0.0)",0.20599442759668296,0.7633630392779965,1.4190277443108907,all
6.0,70.0,"(0.0, 4, -4, 0.0)",0.20746246672053226,0.7702261769912284,1.4465010207429245,all
6.0,70.0,"(0.0, -4, 4, 0.0)",0.4586765774704824,1.0110583848831265,1.935607226600372,all
6.0,70.0,"(0.0, -4, -4, 0.0)",0.7830114399532507,1.5001141798564022,1.0698984264751716,all
6.0,80.0,"(0.0, 0.0, 0.0, 0.0)",0.5486415438489681,0.8475039734788936,2.0036050198813897,all
6.0,80.0,"(0.0, 4, 4, 0.0)",0.45504444181487047,0.7735337205694931,1.7299443101070744,all
6.0,80.0,"(0.0, 4, -4, 0.0)",0.46025530717751245,0.7853265740375549,1.79856857080808,all
6.0,80.0,"(0.0, -4, 4, 0.0)",0.7100419521823137,0.9218852915492631,2.272477006624369,all
6.0,80.0,"(0.0, -4, -4, 0.0)",0.8582695467312318,1.1503118367701215,1.3315425854311065,all
6.0,90.0,"(0.0, 0.0, 0.0, 0.0)",0.7500359189653337,0.7806781796086915,2.3578999528181646,all
6.0,90.0,"(0.0, 4, 4, 0.0)",0.6848587841687581,0.7406707541668985,2.028754852962798,all
6.0,90.0,"(0.0, 4, -4, 0.0)",0.6921283816304786,0.7527539514481644,2.1529100313556966,all
6.0,90.0,"(0.0, -4, 4, 0.0)",0.8130470981347507,0.7923064680598844,2.5559919093249115,all
6.0,90.0,"(0.0, -4, -4, 0.0)",0.8468792515067672,0.8469466958261856,1.584892861975888,all
