participant_id	d_condition	tau_condition	a_condition	decision	RT	collision
7	30	5.0	[3.0, 3.0]	stay	1.820	False
7	60	5.0	[3.0, 0.0]	stay	1.500	False
7	30	5.0	[-3.0, -3.0]	go	1.000	False
7	30	5.0	[0.0, -3.0]	go	1.400	False
7	30	5.0	[0.0, 0.0]	stay	1.700	False
7	30	5.0	[3.0, 0.0]	stay	1.880	False
7	60	5.0	[3.0, 3.0]	stay	2.300	False
7	60	5.0	[0.0, 3.0]	go	0.720	False
7	30	5.0	[0.0, -3.0]	go	2.020	False
7	30	3.5	[3.0, 3.0]	stay	1.120	False
7	30	5.0	[-3.0, -3.0]	go	1.000	False
7	30	5.0	[-3.0, 0.0]	go	1.960	False
7	30	5.0	[0.0, 0.0]	stay	2.040	False
7	60	5.0	[0.0, 0.0]	go	0.840	False
7	30	5.0	[3.0, 0.0]	stay	1.840	False
7	60	5.0	[3.0, 0.0]	go	0.640	False
7	60	3.5	[3.0, 3.0]	stay	1.480	False
7	60	5.0	[0.0, 0.0]	stay	2.200	False
7	30	5.0	[-3.0, 0.0]	stay	1.240	False
7	60	3.5	[0.0, 3.0]	stay	1.840	False
7	30	5.0	[0.0, -3.0]	go	1.160	False
7	30	3.5	[0.0, -3.0]	stay	1.540	False
7	30	3.5	[0.0, 0.0]	stay	1.900	False
7	60	3.5	[0.0, 3.0]	go	0.680	False
7	60	3.5	[0.0, 0.0]	go	0.780	False
7	30	5.0	[0.0, 0.0]	stay	0.920	False
7	30	5.0	[-3.0, 0.0]	go	1.380	False
7	30	3.5	[-3.0, -3.0]	go	1.180	False
7	30	5.0	[0.0, 0.0]	go	0.640	False
7	60	5.0	[0.0, -3.0]	go	0.900	False
7	30	3.5	[0.0, 3.0]	stay	1.540	False
7	30	3.5	[3.0, 3.0]	stay	1.700	False
7	60	5.0	[0.0, 0.0]	go	0.640	False
7	30	5.0	[0.0, 3.0]	stay	1.560	False
7	60	3.5	[0.0, -3.0]	stay	1.060	False
7	30	3.5	[-3.0, 0.0]	go	1.880	False
7	30	5.0	[3.0, 3.0]	stay	1.780	False
7	60	3.5	[-3.0, 0.0]	go	1.640	False
7	60	3.5	[0.0, -3.0]	stay	1.620	False
7	30	3.5	[3.0, 0.0]	stay	1.180	False
7	60	3.5	[3.0, 0.0]	stay	1.300	False
7	60	5.0	[-3.0, 0.0]	go	0.880	False
7	60	3.5	[3.0, 0.0]	stay	1.440	False
7	30	3.5	[0.0, 0.0]	stay	1.220	False
7	60	3.5	[-3.0, 0.0]	go	0.920	False
7	60	3.5	[-3.0, -3.0]	go	2.500	False
7	30	5.0	[-3.0, -3.0]	go	0.940	False
7	60	3.5	[0.0, 3.0]	stay	1.680	False
7	30	5.0	[-3.0, -3.0]	go	0.660	False
7	30	3.5	[0.0, 0.0]	stay	0.980	False
7	60	5.0	[0.0, 3.0]	stay	1.960	False
7	30	3.5	[-3.0, -3.0]	go	0.900	False
7	60	3.5	[0.0, 3.0]	stay	1.820	False
7	60	5.0	[3.0, 3.0]	go	0.580	False
7	30	5.0	[0.0, -3.0]	go	1.080	False
7	30	3.5	[3.0, 3.0]	stay	1.160	False
7	30	5.0	[-3.0, -3.0]	go	0.880	False
7	30	5.0	[3.0, 3.0]	stay	1.120	False
7	60	5.0	[0.0, 3.0]	go	0.740	False
7	60	3.5	[3.0, 3.0]	go	0.700	True
7	30	5.0	[0.0, 3.0]	stay	1.600	False
7	60	3.5	[0.0, 3.0]	go	1.400	True
7	60	3.5	[3.0, 3.0]	stay	1.180	False
7	30	5.0	[3.0, 0.0]	go	0.660	True
7	30	3.5	[-3.0, 0.0]	stay	0.980	False
7	60	5.0	[3.0, 3.0]	stay	1.540	False
7	30	5.0	[0.0, 0.0]	stay	2.020	False
7	60	3.5	[-3.0, -3.0]	stay	2.380	False
7	60	3.5	[3.0, 0.0]	stay	1.740	False
7	30	3.5	[0.0, 0.0]	stay	1.480	False
7	60	5.0	[-3.0, 0.0]	go	0.540	False
7	60	5.0	[-3.0, 0.0]	stay	0.720	False
7	60	5.0	[-3.0, -3.0]	go	1.540	False
7	60	5.0	[3.0, 0.0]	go	0.960	False
7	30	5.0	[0.0, -3.0]	go	1.220	False
7	60	3.5	[3.0, 0.0]	stay	2.180	False
7	60	5.0	[0.0, 3.0]	go	0.800	False
7	30	3.5	[3.0, 0.0]	stay	1.140	False
7	30	3.5	[3.0, 0.0]	stay	0.940	False
7	60	5.0	[0.0, 0.0]	go	0.780	False
7	30	3.5	[3.0, 0.0]	stay	1.080	False
7	30	5.0	[0.0, 0.0]	go	0.640	False
7	30	5.0	[-3.0, 0.0]	go	1.440	False
7	60	3.5	[-3.0, 0.0]	stay	1.940	False
7	30	3.5	[0.0, -3.0]	stay	1.380	False
7	30	3.5	[-3.0, 0.0]	go	0.580	False
7	30	3.5	[0.0, 0.0]	stay	1.220	False
7	60	3.5	[3.0, 3.0]	go	0.540	False
7	30	3.5	[-3.0, 0.0]	go	1.780	False
7	60	3.5	[3.0, 0.0]	stay	1.220	False
7	30	3.5	[-3.0, 0.0]	go	0.940	False
7	30	5.0	[0.0, -3.0]	go	0.880	False
7	30	3.5	[0.0, 3.0]	stay	1.240	False
7	30	5.0	[3.0, 3.0]	go	0.900	True
7	60	3.5	[-3.0, 0.0]	go	2.320	False
7	60	3.5	[0.0, -3.0]	go	0.600	False
7	30	3.5	[3.0, 3.0]	stay	0.960	False
7	30	5.0	[0.0, 3.0]	go	0.720	False
7	60	3.5	[0.0, 0.0]	stay	1.160	False
7	60	3.5	[3.0, 3.0]	go	0.440	False
7	60	5.0	[-3.0, 0.0]	go	0.660	False
7	60	5.0	[3.0, 0.0]	go	0.840	False
7	30	3.5	[0.0, -3.0]	go	1.560	False
7	60	5.0	[3.0, 3.0]	go	0.860	False
7	30	3.5	[3.0, 3.0]	stay	1.080	False
7	60	5.0	[-3.0, 0.0]	go	0.620	False
7	60	5.0	[3.0, 3.0]	go	0.500	False
7	30	3.5	[0.0, 3.0]	stay	1.400	False
7	30	5.0	[3.0, 0.0]	stay	1.280	False
7	60	3.5	[3.0, 0.0]	stay	1.260	False
7	60	5.0	[0.0, 3.0]	go	0.540	False
7	30	3.5	[0.0, 0.0]	stay	1.020	False
7	60	3.5	[0.0, 0.0]	stay	1.200	False
7	30	3.5	[-3.0, 0.0]	go	1.620	False
7	60	5.0	[-3.0, -3.0]	go	0.700	False
7	60	3.5	[3.0, 0.0]	go	0.900	True
7	60	3.5	[3.0, 3.0]	stay	1.120	False
7	30	5.0	[0.0, -3.0]	go	1.180	False
7	30	5.0	[3.0, 3.0]	go	0.620	True
7	30	3.5	[0.0, 0.0]	stay	1.360	False
7	60	3.5	[-3.0, -3.0]	go	2.560	False
7	30	3.5	[0.0, 3.0]	go	0.620	True
7	30	3.5	[0.0, -3.0]	go	2.380	False
7	60	3.5	[-3.0, 0.0]	go	2.180	False
7	30	3.5	[0.0, -3.0]	go	0.600	False
7	30	5.0	[3.0, 3.0]	go	0.580	True
7	30	5.0	[3.0, 0.0]	stay	1.180	False
7	30	3.5	[3.0, 3.0]	stay	1.200	False
7	60	3.5	[3.0, 3.0]	stay	1.420	False
7	60	5.0	[0.0, 3.0]	go	0.740	False
7	60	5.0	[0.0, -3.0]	go	0.860	False
7	30	5.0	[-3.0, -3.0]	go	1.140	False
7	30	3.5	[-3.0, -3.0]	go	1.420	False
7	60	5.0	[3.0, 3.0]	go	0.820	False
7	30	3.5	[0.0, 0.0]	stay	1.760	False
7	30	3.5	[0.0, 3.0]	stay	1.120	False
7	30	3.5	[0.0, 3.0]	stay	1.240	False
7	60	5.0	[3.0, 0.0]	stay	1.460	False
7	60	3.5	[0.0, 3.0]	go	0.740	True
7	60	5.0	[3.0, 3.0]	go	1.000	False
7	60	5.0	[0.0, -3.0]	go	1.080	False
7	30	5.0	[0.0, 3.0]	go	0.960	True
7	60	3.5	[0.0, 3.0]	stay	1.520	False
7	30	5.0	[-3.0, -3.0]	go	0.860	False
7	60	5.0	[3.0, 0.0]	stay	1.280	False
7	30	3.5	[0.0, -3.0]	go	1.160	False
7	30	3.5	[-3.0, -3.0]	go	1.040	False
7	60	5.0	[3.0, 3.0]	go	0.700	False
7	60	5.0	[0.0, -3.0]	go	1.260	False
7	60	5.0	[0.0, -3.0]	go	1.480	False
7	30	3.5	[3.0, 0.0]	stay	0.860	False
7	60	3.5	[0.0, 0.0]	stay	1.340	False
7	60	3.5	[-3.0, 0.0]	stay	0.960	False
7	30	3.5	[0.0, 3.0]	stay	1.840	False
7	30	5.0	[-3.0, 0.0]	go	0.800	False
7	60	3.5	[3.0, 0.0]	stay	0.980	False
7	60	3.5	[0.0, 3.0]	stay	1.000	False
7	60	3.5	[0.0, 0.0]	stay	1.560	False
7	60	3.5	[3.0, 3.0]	stay	1.260	False
7	30	5.0	[0.0, 0.0]	go	1.040	False
7	30	5.0	[3.0, 0.0]	go	0.900	True
7	30	3.5	[-3.0, 0.0]	go	1.820	False
7	30	5.0	[-3.0, 0.0]	go	0.700	False
7	60	3.5	[3.0, 0.0]	stay	1.640	False
7	60	3.5	[3.0, 0.0]	stay	1.180	False
7	60	5.0	[-3.0, -3.0]	go	1.020	False
7	60	5.0	[0.0, -3.0]	go	1.280	False
7	30	3.5	[0.0, 3.0]	stay	1.200	False
7	60	5.0	[-3.0, -3.0]	go	0.820	False
7	60	5.0	[-3.0, -3.0]	go	0.660	False
7	60	3.5	[3.0, 3.0]	stay	0.920	False
7	60	5.0	[-3.0, -3.0]	go	1.360	False
7	60	3.5	[-3.0, 0.0]	go	0.480	False
7	60	5.0	[-3.0, 0.0]	go	0.800	False
7	30	3.5	[3.0, 3.0]	stay	0.720	False
7	30	5.0	[3.0, 3.0]	go	0.660	True
7	30	5.0	[3.0, 0.0]	go	0.680	True
7	60	5.0	[0.0, 0.0]	stay	2.780	False
7	60	5.0	[-3.0, -3.0]	go	3.380	False
7	60	5.0	[0.0, 3.0]	stay	2.640	False
7	30	5.0	[0.0, -3.0]	go	1.480	False
7	60	3.5	[3.0, 0.0]	stay	1.780	False
7	30	3.5	[3.0, 0.0]	stay	1.240	False
7	60	5.0	[-3.0, 0.0]	go	1.040	False
7	60	3.5	[0.0, 0.0]	stay	1.080	False
7	60	3.5	[0.0, -3.0]	stay	3.260	False
7	60	3.5	[3.0, 3.0]	go	0.640	True
7	30	3.5	[3.0, 0.0]	stay	0.900	False
7	60	5.0	[3.0, 0.0]	stay	1.800	False
7	30	3.5	[3.0, 3.0]	stay	1.240	False
7	60	5.0	[3.0, 3.0]	go	1.080	False
7	60	5.0	[0.0, 3.0]	go	0.800	False
7	60	5.0	[-3.0, 0.0]	go	0.880	False
7	60	5.0	[-3.0, 0.0]	go	0.800	False
7	30	3.5	[0.0, -3.0]	stay	0.940	False
7	60	5.0	[0.0, 3.0]	stay	2.000	False
7	60	5.0	[3.0, 3.0]	stay	0.740	False
7	30	5.0	[-3.0, -3.0]	stay	1.580	False
7	30	3.5	[0.0, -3.0]	go	0.640	False
7	60	3.5	[0.0, 3.0]	stay	1.180	False
7	30	3.5	[-3.0, -3.0]	go	1.400	False
7	60	5.0	[3.0, 0.0]	stay	1.480	False
7	60	5.0	[0.0, 0.0]	go	0.880	False
7	60	3.5	[0.0, 3.0]	stay	1.240	False
7	30	3.5	[-3.0, 0.0]	go	0.960	False
7	60	3.5	[0.0, 0.0]	stay	1.020	False
7	60	5.0	[0.0, 3.0]	go	0.740	False
7	30	3.5	[0.0, -3.0]	go	1.160	False
7	30	5.0	[3.0, 0.0]	go	0.800	True
7	60	3.5	[-3.0, -3.0]	go	0.620	False
7	30	5.0	[0.0, -3.0]	go	0.840	False
7	30	5.0	[0.0, 3.0]	stay	1.780	False
7	60	5.0	[3.0, 0.0]	go	0.780	False
7	60	5.0	[0.0, 0.0]	go	0.740	False
7	60	3.5	[0.0, 3.0]	go	0.540	False
7	60	5.0	[0.0, -3.0]	go	0.540	False
7	30	5.0	[-3.0, 0.0]	go	1.420	False
7	30	3.5	[3.0, 0.0]	stay	1.600	False
7	30	5.0	[3.0, 0.0]	stay	1.320	False
7	30	3.5	[-3.0, -3.0]	stay	0.780	False
7	60	3.5	[0.0, 0.0]	stay	1.180	False
7	60	5.0	[3.0, 3.0]	go	0.760	False
7	30	5.0	[0.0, 0.0]	go	1.260	False
7	30	3.5	[0.0, 0.0]	stay	1.740	False
7	30	5.0	[0.0, 0.0]	go	0.860	False
7	30	3.5	[-3.0, 0.0]	go	1.800	False
7	30	5.0	[0.0, -3.0]	go	0.560	False
7	30	5.0	[0.0, 3.0]	stay	1.380	False
7	30	5.0	[-3.0, -3.0]	go	0.700	False
7	30	3.5	[3.0, 0.0]	stay	1.840	False
7	30	5.0	[0.0, 3.0]	go	0.820	True
7	60	5.0	[-3.0, 0.0]	go	0.780	False
7	30	3.5	[0.0, 3.0]	stay	0.840	False
7	30	5.0	[0.0, 0.0]	go	1.240	False
7	30	3.5	[-3.0, 0.0]	go	1.660	False
7	60	3.5	[-3.0, 0.0]	go	0.660	False
7	60	3.5	[0.0, -3.0]	stay	0.740	False
7	60	3.5	[0.0, -3.0]	stay	1.420	False
7	60	3.5	[3.0, 3.0]	stay	1.460	False
7	60	3.5	[-3.0, 0.0]	stay	2.040	False
7	60	5.0	[0.0, -3.0]	go	0.620	False
7	30	3.5	[3.0, 0.0]	stay	1.120	False
7	60	3.5	[-3.0, 0.0]	go	2.280	False
7	60	3.5	[-3.0, -3.0]	go	1.820	False
7	60	3.5	[0.0, 0.0]	go	0.640	False
7	60	5.0	[-3.0, 0.0]	go	0.620	False
7	30	5.0	[3.0, 3.0]	stay	1.360	False
7	60	5.0	[0.0, 0.0]	go	0.800	False
7	30	3.5	[-3.0, 0.0]	go	1.220	False
7	60	3.5	[-3.0, -3.0]	go	0.740	False
7	60	5.0	[0.0, -3.0]	go	0.840	False
7	60	3.5	[3.0, 0.0]	stay	0.740	False
7	60	3.5	[0.0, -3.0]	go	1.660	False
7	60	5.0	[0.0, -3.0]	go	0.580	False
7	30	3.5	[-3.0, -3.0]	go	1.260	False
7	30	3.5	[-3.0, -3.0]	go	0.560	False
7	30	5.0	[-3.0, 0.0]	go	0.860	False
7	60	3.5	[-3.0, -3.0]	go	0.660	False
7	30	5.0	[0.0, 3.0]	stay	1.520	False
7	30	3.5	[0.0, 3.0]	stay	1.040	False
7	60	5.0	[0.0, 0.0]	go	0.500	False
7	60	5.0	[3.0, 0.0]	go	0.820	False
7	30	3.5	[3.0, 3.0]	stay	1.160	False
7	60	5.0	[-3.0, -3.0]	go	0.600	False
7	60	5.0	[0.0, -3.0]	go	0.620	False
7	30	3.5	[-3.0, -3.0]	go	1.680	False
7	30	3.5	[0.0, 3.0]	stay	1.480	False
7	60	5.0	[-3.0, 0.0]	go	0.780	False
7	60	5.0	[0.0, 0.0]	go	0.600	False
7	30	3.5	[-3.0, 0.0]	go	1.420	False
7	60	3.5	[0.0, 0.0]	go	0.600	False
7	30	5.0	[-3.0, 0.0]	go	1.100	False
7	60	3.5	[-3.0, 0.0]	stay	1.200	False
7	30	5.0	[3.0, 0.0]	stay	1.400	False
7	60	5.0	[0.0, 3.0]	go	0.760	False
7	30	5.0	[-3.0, -3.0]	go	1.140	False
7	60	3.5	[3.0, 3.0]	go	0.560	True
7	30	5.0	[0.0, 0.0]	go	1.920	False
7	60	3.5	[3.0, 3.0]	stay	0.920	False
7	60	3.5	[3.0, 0.0]	stay	0.900	False
7	60	5.0	[-3.0, -3.0]	go	1.500	False
7	30	5.0	[0.0, -3.0]	go	0.780	False
7	30	5.0	[0.0, 3.0]	stay	1.560	False
7	30	3.5	[0.0, 0.0]	stay	1.260	False
7	60	3.5	[0.0, -3.0]	go	0.840	False
7	30	3.5	[0.0, 0.0]	stay	1.860	False
7	30	5.0	[3.0, 3.0]	stay	1.500	False
7	30	5.0	[0.0, -3.0]	go	1.580	False
7	60	3.5	[0.0, 0.0]	stay	1.240	False
7	60	3.5	[3.0, 3.0]	stay	1.200	False
7	30	5.0	[3.0, 0.0]	go	0.360	False
7	30	3.5	[0.0, 0.0]	go	0.900	True
7	30	3.5	[-3.0, -3.0]	go	1.340	False
7	30	5.0	[3.0, 0.0]	stay	1.620	False
7	30	5.0	[-3.0, -3.0]	go	1.160	False
7	30	5.0	[0.0, -3.0]	go	0.940	False
7	60	5.0	[0.0, 0.0]	go	0.700	False
7	60	3.5	[-3.0, -3.0]	stay	1.220	False
7	30	3.5	[0.0, -3.0]	stay	1.600	False
7	60	3.5	[0.0, 3.0]	stay	1.760	False
7	30	3.5	[3.0, 0.0]	stay	1.100	False
7	60	3.5	[-3.0, -3.0]	go	0.460	False
7	60	3.5	[-3.0, -3.0]	go	0.700	False
7	60	5.0	[-3.0, -3.0]	go	0.800	False
7	60	5.0	[-3.0, 0.0]	go	0.680	False
7	30	5.0	[-3.0, 0.0]	go	0.820	False
7	30	5.0	[3.0, 0.0]	stay	1.240	False
7	30	3.5	[0.0, 0.0]	stay	1.480	False
7	60	5.0	[-3.0, 0.0]	go	0.740	False
7	30	5.0	[0.0, 3.0]	go	0.680	False
7	30	3.5	[0.0, -3.0]	go	1.640	False
7	30	5.0	[3.0, 0.0]	go	0.540	True
7	60	3.5	[0.0, 0.0]	stay	1.920	False
7	60	5.0	[3.0, 0.0]	go	0.540	False
7	30	3.5	[-3.0, -3.0]	go	1.260	False
7	60	3.5	[0.0, -3.0]	go	0.780	False
7	30	5.0	[3.0, 3.0]	stay	1.360	False
7	60	3.5	[0.0, 0.0]	go	0.620	False
7	30	5.0	[0.0, 3.0]	go	0.680	False
7	60	5.0	[0.0, 0.0]	go	0.640	False
7	30	5.0	[0.0, 3.0]	go	0.600	False
7	30	5.0	[3.0, 3.0]	stay	1.100	False
7	30	3.5	[3.0, 3.0]	stay	1.040	False
7	60	5.0	[-3.0, -3.0]	go	0.580	False
7	30	3.5	[-3.0, 0.0]	stay	0.940	False
7	30	3.5	[0.0, -3.0]	stay	1.480	False
7	60	5.0	[0.0, 3.0]	go	0.740	False
7	60	5.0	[3.0, 0.0]	stay	1.760	False
7	60	5.0	[0.0, 0.0]	go	0.940	False
7	30	5.0	[-3.0, 0.0]	go	1.220	False
7	30	3.5	[3.0, 3.0]	stay	1.080	False
7	30	3.5	[-3.0, -3.0]	go	1.440	False
7	30	3.5	[0.0, -3.0]	go	1.680	False
7	30	3.5	[3.0, 3.0]	stay	2.880	False
7	60	3.5	[0.0, 3.0]	stay	1.300	False
7	60	5.0	[3.0, 3.0]	go	0.600	False
7	30	5.0	[-3.0, -3.0]	go	0.780	False
7	60	5.0	[-3.0, -3.0]	go	0.560	False
7	60	5.0	[3.0, 0.0]	go	0.680	False
7	30	5.0	[0.0, 3.0]	stay	1.920	False
7	30	5.0	[-3.0, 0.0]	go	1.040	False
7	60	3.5	[-3.0, 0.0]	stay	0.860	False
7	30	5.0	[-3.0, -3.0]	go	1.040	False
7	60	3.5	[3.0, 0.0]	stay	1.660	False
7	30	5.0	[0.0, 0.0]	go	1.460	False
7	60	5.0	[3.0, 0.0]	go	0.940	False
7	60	3.5	[3.0, 3.0]	stay	1.320	False
7	30	3.5	[0.0, 0.0]	go	1.100	True
7	30	5.0	[-3.0, -3.0]	go	1.020	False
7	30	5.0	[-3.0, 0.0]	go	0.960	False
7	30	5.0	[0.0, 0.0]	go	1.520	False
7	30	5.0	[0.0, 0.0]	go	0.700	False
7	30	3.5	[-3.0, -3.0]	go	1.740	False
7	30	5.0	[0.0, -3.0]	go	0.900	False
7	30	3.5	[-3.0, -3.0]	go	1.180	False
7	60	3.5	[0.0, 0.0]	stay	1.240	False
7	60	5.0	[0.0, -3.0]	go	0.760	False
7	30	3.5	[-3.0, 0.0]	go	1.200	False
7	60	5.0	[-3.0, 0.0]	go	0.600	False
7	60	3.5	[-3.0, -3.0]	go	0.700	False
7	60	3.5	[0.0, -3.0]	go	0.660	False
7	60	3.5	[-3.0, 0.0]	go	1.660	False
7	60	3.5	[-3.0, 0.0]	go	0.640	False
7	60	5.0	[0.0, 3.0]	go	0.560	False
7	30	3.5	[0.0, 0.0]	stay	1.540	False
7	60	5.0	[0.0, -3.0]	go	0.680	False
7	60	5.0	[0.0, 0.0]	go	0.520	False
7	60	3.5	[0.0, 3.0]	go	0.580	False
7	60	5.0	[0.0, 3.0]	go	0.940	False
7	30	3.5	[3.0, 0.0]	stay	1.140	False
7	60	5.0	[-3.0, -3.0]	go	0.620	False
7	60	3.5	[-3.0, 0.0]	go	2.300	False
7	60	5.0	[0.0, -3.0]	go	0.460	False
7	30	3.5	[0.0, 3.0]	stay	1.400	False
7	30	5.0	[3.0, 3.0]	go	0.780	True
7	30	3.5	[-3.0, 0.0]	go	1.080	False
7	30	3.5	[3.0, 3.0]	stay	1.340	False
7	30	3.5	[3.0, 0.0]	stay	1.200	False
7	60	5.0	[0.0, 3.0]	stay	1.120	False
7	60	3.5	[0.0, -3.0]	stay	1.260	False
7	30	3.5	[0.0, -3.0]	go	1.620	False
7	60	3.5	[0.0, -3.0]	stay	1.440	False
7	60	5.0	[3.0, 3.0]	go	0.620	False
7	60	5.0	[0.0, -3.0]	go	0.780	False
7	30	3.5	[0.0, -3.0]	go	1.460	False
7	60	5.0	[0.0, 0.0]	go	0.680	False
7	30	5.0	[-3.0, -3.0]	go	0.640	False
