tta_0,d_0,a_values,a_duration,is_go_decision,RT_go,RT_stay,subj_id
4.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.3189147726561919,0.47920337373607247,1.4564726895052098,all
4.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.3082483420536049,0.4567197959568978,1.373323002347876,all
4.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.3084119019165573,0.4575330835637221,1.3804336948067923,all
4.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.3435057253377899,0.5332433428109429,1.5984416051002728,all
4.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.3547931249303813,0.5933580449909227,1.6560805202155358,all
5.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.4792206981509079,0.5345741244631084,1.759994557588117,all
5.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.44860966467082736,0.4847329843345527,1.5731298093628547,all
5.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.4495667691999243,0.4881837539816078,1.600605956879012,all
5.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.5676863729411183,0.6649677646328409,2.0602958050823053,all
5.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.7500854388223916,1.1477200679427195,1.5155807088629576,all
