subj_id,loss,alpha,beta_d,beta_a,theta,B,x0,ndt_location,ndt_scale
all,4619.776214502094,0.5564206861161228,0.007425175357308557,0.0,6.850747254767912,1.323734030609427,0.6538188342442808,0.18910495576985142,0.17832801720994543
