subj_id,loss,alpha,beta_d,beta_a,theta,b_0,k,tta_crit,x0,ndt_location,ndt_scale
all,0.1696748946992473,1.3620750047143024,0.09242703620174064,0.10433615632129367,11.140956182402991,2.4056961695517827,0.7247995688006926,5.3806206458837025,-0.3594258975884894,0.020214021897933532,0.005780634256617012
